file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,storage_fluxes,vertical_advection_fluxesgas_densities_concentrations_and_timelagsair_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,statistical_flags,,,,,,,,,,,,spikes,,,,variances,,,,covariances
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,H_strg,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,u_var,v_var,w_var,ts_var,w/ts_cov
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],[m+1K+1s-1]
SE-Htm_sonic_profile_2020-06-12_1600.dat,2020-06-12,16:30,164.6873,1,18000,17994,-1.12313,0,295.065,0,-0.798348,293.862,293.862,99889.2,1.18422,1005.57,0.244588E-01,-9999,-9999,-9999,2436.02,-9999,-9999,-9999,-9999,-2.04073,-3.22336,-0.157037,3.81828,0.615147E-14,0.102525E-13,3.81828,12.5745,302.444,237.664,-2.35710,-9999,0.973864,3.86462,-272.428,-0.636498E-01,-9999,-0.254433,0,119.492,-18.1334,41.0178,102.140,155.770,218.470,327.307,-1.10072,1.02036,288.015,1.02448,800009999,800009999,800009999,800109999,800009999,800009999,899999999,899999999,89999,89999,89,89,4,1,0,0,4.65325,2.01926,1.05673,0.307244,0.241863
SE-Htm_sonic_profile_2020-06-12_1630.dat,2020-06-12,17:00,164.7082,1,18000,18000,-0.665780,0,171.967,0,-16.1251,293.052,293.052,99889.2,1.18749,1005.55,0.243914E-01,-9999,-9999,-9999,2317.10,-9999,-9999,-9999,-9999,-2.95042,-1.87191,-0.133894,3.49670,0.127393E-12,-0.457924E-14,3.49670,9.86931,327.883,212.393,-2.19447,-9999,0.748772,2.61824,-212.456,-0.816169E-01,-9999,-0.192336,0,106.293,-16.1304,36.4870,90.8578,138.564,194.338,291.153,-0.652063,1.02104,167.972,1.02378,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,2,14,0,0,2.44295,1.95648,0.837052,0.378181,0.140670
SE-Htm_sonic_profile_2020-06-12_1700.dat,2020-06-12,17:30,164.7290,1,18000,18000,-0.665174,0,174.330,0,-15.5562,292.272,292.272,99889.2,1.19066,1005.53,0.243265E-01,-9999,-9999,-9999,2207.51,-9999,-9999,-9999,-9999,-2.75315,-2.32156,-0.187566,3.60620,0.783239E-13,0.475385E-14,3.60620,9.93086,319.716,220.139,-2.98141,-9999,0.747435,2.62459,-208.451,-0.831851E-01,-9999,-0.194812,0,108.782,-16.5081,37.3414,92.9854,141.809,198.889,297.971,-0.651632,1.02078,170.244,1.02400,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,4,5,0,0,2.51294,1.94907,0.787169,0.173569,0.142196
SE-Htm_sonic_profile_2020-06-12_1730.dat,2020-06-12,18:00,164.7498,1,18000,17962,-0.884474,0,167.340,0,-12.1342,291.666,291.666,99889.2,1.19314,1005.52,0.242760E-01,-9999,-9999,-9999,2125.37,-9999,-9999,-9999,-9999,-2.50545,-2.69866,-0.107599,3.68397,-0.362622E-13,-0.109114E-13,3.68397,9.74880,313.458,227.126,-1.67370,-9999,0.860988,2.73846,-331.926,-0.522406E-01,-9999,-0.162003,0,112.779,-17.1146,38.7133,96.4015,147.018,206.195,308.918,-0.866607,1.02062,163.391,1.02417,800009999,811119999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,6,5,0,1,3.06902,1.45348,0.954426,0.133023,0.136191
SE-Htm_sonic_profile_2020-06-12_1800.dat,2020-06-12,18:30,164.7707,1,18000,17839,-1.12959,0,78.7657,0,-3.25192,291.503,291.503,99889.2,1.19380,1005.51,0.242624E-01,-9999,-9999,-9999,2103.82,-9999,-9999,-9999,-9999,-1.81236,-3.36288,-0.115279,3.82159,-0.247131E-14,0.131740E-13,3.82159,11.0861,298.000,241.680,-1.72861,-9999,0.972735,3.46481,-1016.94,-0.170512E-01,-9999,-0.674563E-01,0,114.736,-17.4117,39.3852,98.0748,149.570,209.774,314.280,-1.10706,1.02035,76.8833,1.02448,800009999,811119999,800009999,800109999,800009999,800009999,899999999,899999999,89999,89999,89,89,3,8,0,16,3.86597,1.89669,1.16695,0.428862E-01,0.640489E-01
SE-Htm_sonic_profile_2020-06-12_1830.dat,2020-06-12,19:00,164.7915,1,18000,17616,-0.983048,0,92.1052,0,-12.4679,290.881,290.881,99889.2,1.19636,1005.50,0.242107E-01,-9999,-9999,-9999,2023.16,-9999,-9999,-9999,-9999,-1.52435,-3.49744,-0.114291,3.81586,-0.286304E-13,-0.411964E-14,3.81586,12.6434,291.459,246.436,-1.71635,-9999,0.906477,3.98096,-703.766,-0.246389E-01,-9999,-0.844668E-01,0,107.568,-16.3239,36.9247,91.9477,140.226,196.669,294.646,-0.963428,1.02037,89.9051,1.02447,800009999,811119999,800009999,800109999,800009999,800009999,899999999,899999999,89999,89999,89,89,12,5,1,15,4.24357,2.52760,1.19075,0.123486,0.747383E-01
SE-Htm_sonic_profile_2020-06-12_1900.dat,2020-06-12,19:30,164.8123,1,18000,17715,-1.39972,0,79.3377,0,-21.4943,289.813,289.813,99889.2,1.20077,1005.47,0.241218E-01,-9999,-9999,-9999,1890.92,-9999,-9999,-9999,-9999,-2.51125,-3.94597,-0.159405,4.67849,0.810502E-14,0.328674E-15,4.67849,13.7991,302.147,237.534,-1.95255,-9999,1.07967,4.61141,-1380.46,-0.125610E-01,-9999,-0.608641E-01,0,111.417,-16.9080,38.2460,95.2379,145.244,203.706,305.189,-1.37309,1.01940,77.2584,1.02691,800009999,811119999,800009999,800109999,800009999,800009999,899999999,899999999,89999,89999,89,89,1,5,0,26,4.63120,3.04452,1.54709,0.126408,0.639908E-01
SE-Htm_sonic_profile_2020-06-12_1930.dat,2020-06-12,20:00,164.8332,1,18000,17961,-1.21303,0,74.9557,0,-16.8054,288.980,288.980,99889.2,1.20423,1005.45,0.240524E-01,-9999,-9999,-9999,1793.15,-9999,-9999,-9999,-9999,-1.63076,-3.86437,-0.154909,4.19723,-0.227389E-13,0.396206E-14,4.19723,12.4750,291.821,247.120,-2.11512,-9999,1.00365,3.86618,-1173.72,-0.147735E-01,-9999,-0.616812E-01,0,116.720,-17.7127,40.0663,99.7707,152.157,213.402,319.715,-1.18947,1.01981,73.0946,1.02546,800009999,811119999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,9,6,0,20,4.52634,2.01584,1.19019,0.700076E-01,0.603693E-01
SE-Htm_sonic_profile_2020-06-12_2000.dat,2020-06-12,20:30,164.8540,1,18000,17984,-1.21492,0,57.0205,0,-8.76783,288.546,288.546,99889.2,1.20604,1005.44,0.240163E-01,-9999,-9999,-9999,1743.99,-9999,-9999,-9999,-9999,-1.92913,-3.72466,-0.811299E-01,4.19538,-0.114270E-13,-0.125296E-13,4.19538,11.3337,296.989,242.619,-1.10805,-9999,1.00368,3.88176,-1543.00,-0.112378E-01,-9999,-0.468512E-01,0,116.490,-17.6777,39.9871,99.5735,151.856,212.980,319.083,-1.19132,1.01981,55.6050,1.02546,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,5,3,0,15,4.15894,2.40845,1.19615,0.273577E-01,0.458560E-01
SE-Htm_sonic_profile_2020-06-12_2030.dat,2020-06-12,21:00,164.8748,1,18000,17997,-0.755482,0,31.5796,0,-0.798790,288.507,288.507,99889.2,1.20620,1005.44,0.240130E-01,-9999,-9999,-9999,1739.57,-9999,-9999,-9999,-9999,-1.74626,-2.93073,-0.996974E-01,3.41299,0.110799E-13,0.123768E-13,3.41299,9.54987,299.758,239.212,-1.67391,-9999,0.791411,2.46002,-1365.89,-0.126950E-01,-9999,-0.329024E-01,0,109.904,-16.6783,37.7264,93.9441,143.271,200.939,301.044,-0.739761,1.02125,30.8506,1.02363,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,3,5,1,23,2.54666,1.51320,0.860178,0.163047E-01,0.254383E-01
SE-Htm_sonic_profile_2020-06-12_2100.dat,2020-06-12,21:30,164.8956,0,18000,18000,-0.646662,0,21.2366,0,2.32593,288.622,288.622,99889.2,1.20572,1005.44,0.240226E-01,-9999,-9999,-9999,1752.47,-9999,-9999,-9999,-9999,-1.19750,-2.59470,-0.804311E-01,2.85883,-0.911680E-14,-0.116771E-13,2.85883,7.81793,294.945,245.226,-1.61219,-9999,0.732344,2.01653,-1609.45,-0.107739E-01,-9999,-0.239203E-01,0,114.261,-17.3395,39.2220,97.6683,148.950,208.905,312.978,-0.632013,1.02318,20.7600,1.02296,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,8,0,0,29,2.29625,1.06847,0.668351,0.151510E-01,0.171247E-01
SE-Htm_sonic_profile_2020-06-12_2130.dat,2020-06-12,22:00,164.9165,0,18000,18000,-0.331849,0,12.1137,0,1.73194,288.708,288.708,99889.2,1.20536,1005.44,0.240298E-01,-9999,-9999,-9999,1762.13,-9999,-9999,-9999,-9999,-0.653419,-2.21156,-0.440728E-01,2.30649,0.127360E-13,0.390044E-14,2.30649,6.89548,284.677,253.540,-1.09489,-9999,0.524700,1.27930,-1037.71,-0.167098E-01,-9999,-0.190497E-01,0,108.056,-16.3979,37.0920,92.3644,140.862,197.560,295.981,-0.323319,1.02638,11.8393,1.02317,800009999,800009999,800009999,800009999,800009999,800019999,899999999,899999999,89999,89999,89,89,3,3,0,15,1.48073,0.683393,0.394474,0.180568E-01,0.976898E-02
SE-Htm_sonic_profile_2020-06-12_2200.dat,2020-06-12,22:30,164.9373,0,18000,18000,-0.460143,0,-0.107237,1,-0.342878,288.691,288.691,99889.2,1.20543,1005.44,0.240284E-01,-9999,-9999,-9999,1760.22,-9999,-9999,-9999,-9999,-0.686975,-2.48278,-0.905561E-01,2.57766,-0.364463E-13,0.122794E-13,2.57766,8.94647,284.533,254.533,-2.01328,-9999,0.617838,1.55876,191381.,0.906046E-04,-9999,0.143208E-03,0,112.609,-17.0888,38.6550,96.2563,146.797,205.885,308.453,-0.453679,1.01425,-0.105578,1.01571,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,1,3,0,21,1.61829,1.00591,0.493326,0.124551E-01,-0.871111E-04
SE-Htm_sonic_profile_2020-06-12_2230.dat,2020-06-12,23:00,164.9581,0,18000,17994,-0.666955,0,-5.71103,0,0.739161,288.727,288.727,99889.2,1.20528,1005.45,0.240314E-01,-9999,-9999,-9999,1764.35,-9999,-9999,-9999,-9999,-0.856394,-2.68691,-0.987407E-01,2.82181,-0.129046E-13,-0.650957E-14,2.82181,9.61782,287.607,252.321,-2.00530,-9999,0.743882,1.97536,6272.15,0.276460E-02,-9999,0.633525E-02,0,115.345,-17.5040,39.5942,98.5951,150.364,210.887,315.948,-0.657836,1.01386,-5.61745,1.01666,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,4,4,0,21,2.19274,1.08450,0.673485,0.125887E-01,-0.463546E-02
SE-Htm_sonic_profile_2020-06-12_2300.dat,2020-06-12,23:30,164.9790,0,18000,17998,-0.741362,0,-6.76419,1,-0.928655,288.681,288.681,99889.2,1.20547,1005.44,0.240276E-01,-9999,-9999,-9999,1759.16,-9999,-9999,-9999,-9999,-0.811378,-3.24150,-0.106712,3.34321,0.413346E-13,0.700957E-14,3.34321,9.35219,283.147,255.947,-1.82913,-9999,0.784217,2.45193,6204.58,0.279471E-02,-9999,0.711646E-02,0,111.865,-16.9760,38.3998,95.6209,145.828,204.526,306.417,-0.731421,1.01359,-6.64028,1.01866,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,5,7,0,24,2.68406,1.41173,0.808069,0.166794E-01,-0.547861E-02
SE-Htm_sonic_profile_2020-06-12_2330.dat,2020-06-13,00:00,165.0000,0,18000,17998,-0.766172,0,-3.80174,0,-2.15948,288.574,288.574,99889.2,1.20592,1005.44,0.240187E-01,-9999,-9999,-9999,1747.14,-9999,-9999,-9999,-9999,-0.939252,-3.15681,-0.122629,3.29586,-0.447984E-14,-0.126837E-13,3.29586,10.7559,285.055,253.431,-2.13230,-9999,0.797084,2.42240,11591.7,0.149590E-02,-9999,0.393372E-02,0,112.895,-17.1322,38.7532,96.5009,147.170,206.408,309.237,-0.755890,1.01360,-3.73309,1.01839,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,8,1,0,23,2.65128,1.37763,0.815901,0.146446E-01,-0.307888E-02
SE-Htm_sonic_profile_2020-06-13_0000.dat,2020-06-13,00:30,165.0208,0,18000,17995,-0.969547,0,-1.27241,1,-3.83077,288.385,288.385,99889.2,1.20671,1005.44,0.240029E-01,-9999,-9999,-9999,1726.02,-9999,-9999,-9999,-9999,-1.10425,-3.58968,-0.860672E-01,3.75668,-0.294755E-13,-0.435732E-14,3.75668,10.5777,286.357,252.901,-1.31279,-9999,0.896360,2.91479,49253.4,0.352057E-03,-9999,0.117000E-02,0,110.135,-16.7134,37.8058,94.1418,143.572,201.362,301.677,-0.956510,1.01363,-1.24722,1.02020,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,7,9,0,52,3.01374,1.71819,1.09766,0.180656E-01,-0.102798E-02
SE-Htm_sonic_profile_2020-06-13_0030.dat,2020-06-13,01:00,165.0416,0,18000,18000,-1.00487,0,-1.84840,2,-4.19725,288.178,288.178,99889.2,1.20758,1005.43,0.239856E-01,-9999,-9999,-9999,1703.15,-9999,-9999,-9999,-9999,-1.39893,-3.64915,-0.142357,3.91085,0.155934E-13,-0.123320E-13,3.91085,11.7191,290.453,249.023,-2.08606,-9999,0.912216,3.15271,35736.3,0.485220E-03,-9999,0.166890E-02,0,116.194,-17.6329,39.8856,99.3209,151.471,212.440,318.273,-0.991303,1.01369,-1.81062,1.02087,800009999,800009999,800009999,800109999,800009999,800009999,899999999,899999999,89999,89999,89,89,3,2,0,36,3.48273,1.82831,0.994379,0.179526E-01,-0.149128E-02
SE-Htm_sonic_profile_2020-06-13_0100.dat,2020-06-13,01:30,165.0624,0,18000,18000,-1.00326,0,10.9424,1,-4.32897,287.964,287.964,99889.2,1.20848,1005.43,0.239679E-01,-9999,-9999,-9999,1679.85,-9999,-9999,-9999,-9999,-1.57752,-3.26356,-0.939611E-01,3.62605,-0.123013E-13,0.340308E-13,3.62605,9.79999,295.373,244.202,-1.48486,-9999,0.911145,2.74913,-6015.35,-0.288263E-02,-9999,-0.988410E-02,0,121.544,-18.4448,41.7222,103.894,158.445,222.222,332.928,-0.982876,1.02074,10.6855,1.02404,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,1,0,0,30,3.12294,1.48887,0.886453,0.191123E-01,0.879439E-02
SE-Htm_sonic_profile_2020-06-13_0130.dat,2020-06-13,02:00,165.0833,0,18000,17997,-0.884356,0,-11.4100,1,-6.89530,287.624,287.624,99889.2,1.20991,1005.42,0.239395E-01,-9999,-9999,-9999,1643.37,-9999,-9999,-9999,-9999,-1.67342,-3.12922,-0.136412E-01,3.54860,0.238912E-13,0.547976E-14,3.54860,9.94857,298.383,241.863,-0.220251,-9999,0.854944,2.64410,4765.81,0.363842E-02,-9999,0.109711E-01,0,113.173,-17.1744,38.8485,96.7383,147.532,206.916,309.998,-0.872492,1.01360,-11.1911,1.01956,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,7,2,0,17,2.77569,1.57960,0.932905,0.262069E-01,-0.919966E-02
SE-Htm_sonic_profile_2020-06-13_0200.dat,2020-06-13,02:30,165.1041,0,18000,17998,-0.659061,0,-6.38194,1,-6.61985,287.298,287.298,99889.2,1.21128,1005.41,0.239124E-01,-9999,-9999,-9999,1609.04,-9999,-9999,-9999,-9999,-1.68272,-2.90794,-0.465152E-01,3.36004,-0.277911E-13,0.337091E-14,3.36004,8.93708,299.546,239.944,-0.793208,-9999,0.737634,2.12734,5472.36,0.316865E-02,-9999,0.710433E-02,0,107.298,-16.2828,36.8318,91.7164,139.873,196.174,293.905,-0.650226,1.01359,-6.26446,1.01875,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,6,18,0,28,2.17497,1.28626,0.793455,0.169654E-01,-0.514393E-02
SE-Htm_sonic_profile_2020-06-13_0230.dat,2020-06-13,03:00,165.1249,0,18000,17996,-0.707483,0,25.6156,0,-1.84900,287.206,287.206,99889.2,1.21166,1005.41,0.239048E-01,-9999,-9999,-9999,1599.57,-9999,-9999,-9999,-9999,-1.55221,-2.54595,0.732941E-03,2.98182,0.282769E-13,-0.158489E-13,2.98182,8.27967,300.979,238.630,0.140835E-01,-9999,0.764130,2.10504,-1515.66,-0.114406E-01,-9999,-0.275176E-01,0,115.790,-17.5715,39.7469,98.9753,150.944,211.701,317.166,-0.691806,1.02266,25.0385,1.02305,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,5,1,0,29,2.30925,1.19698,0.703842,0.145011E-01,0.205533E-01
SE-Htm_sonic_profile_2020-06-13_0300.dat,2020-06-13,03:30,165.1458,0,18000,17998,-0.614492,0,21.3415,0,-1.11160,287.152,287.152,99889.2,1.21189,1005.41,0.239003E-01,-9999,-9999,-9999,1593.90,-9999,-9999,-9999,-9999,-1.73730,-2.74855,-0.427311E-01,3.25185,-0.763774E-15,-0.960913E-14,3.25185,9.43764,301.961,237.704,-0.752920,-9999,0.712075,2.11478,-1472.16,-0.117786E-01,-9999,-0.245975E-01,0,107.398,-16.2980,36.8662,91.8021,140.004,196.357,294.179,-0.601432,1.02171,20.8542,1.02337,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,8,3,1,27,2.21821,1.27365,0.737697,0.136417E-01,0.171153E-01
SE-Htm_sonic_profile_2020-06-13_0330.dat,2020-06-13,04:00,165.1666,1,18000,17993,-0.779008,0,35.2720,0,-1.46469,287.080,287.080,99889.2,1.21220,1005.41,0.238943E-01,-9999,-9999,-9999,1586.46,-9999,-9999,-9999,-9999,-1.88195,-3.12526,-0.118152,3.65006,-0.351785E-13,0.516822E-14,3.65006,10.3151,300.976,238.945,-1.85497,-9999,0.801649,2.43341,-1270.94,-0.136434E-01,-9999,-0.361018E-01,0,114.399,-17.3605,39.2694,97.7864,149.130,209.158,313.356,-0.763219,1.02069,34.4421,1.02410,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,7,3,0,19,2.65696,1.41144,0.798417,0.170124E-01,0.282600E-01
SE-Htm_sonic_profile_2020-06-13_0400.dat,2020-06-13,04:30,165.1874,1,18000,17978,-0.878096,0,54.3030,0,-0.881311,287.036,287.036,99889.2,1.21238,1005.41,0.238907E-01,-9999,-9999,-9999,1581.99,-9999,-9999,-9999,-9999,-1.67625,-3.19459,-0.218033E-01,3.60733,-0.244095E-13,-0.722105E-14,3.60733,10.3974,296.517,242.310,-0.346307,-9999,0.851042,2.89598,-987.717,-0.175556E-01,-9999,-0.523470E-01,0,116.832,-17.7297,40.1045,99.8660,152.302,213.606,320.020,-0.860221,1.02078,53.0300,1.02401,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,3,6,0,15,3.36870,1.56953,0.853723,0.231303E-01,0.435051E-01
SE-Htm_sonic_profile_2020-06-13_0430.dat,2020-06-13,05:00,165.2083,1,18000,17979,-0.790668,0,51.5109,0,-0.785522,286.998,286.998,99889.2,1.21255,1005.41,0.238874E-01,-9999,-9999,-9999,1578.03,-9999,-9999,-9999,-9999,-1.38046,-3.37425,-0.132392,3.64811,0.359641E-13,0.105489E-13,3.64811,10.1834,292.347,247.750,-2.07975,-9999,0.807510,2.86762,-889.504,-0.194940E-01,-9999,-0.523252E-01,0,107.626,-16.3326,36.9445,91.9969,140.301,196.774,294.804,-0.774639,1.02069,50.2991,1.02409,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,7,7,0,27,3.18987,1.60169,0.943672,0.231629E-01,0.412592E-01
SE-Htm_sonic_profile_2020-06-13_0500.dat,2020-06-13,05:30,165.2291,1,18000,17990,-0.734777,0,61.7104,0,3.70648,287.180,287.180,99889.2,1.21177,1005.41,0.239026E-01,-9999,-9999,-9999,1596.84,-9999,-9999,-9999,-9999,-1.36450,-3.00495,-0.835231E-01,3.30130,0.788508E-13,-0.227409E-13,3.30130,10.7338,294.102,245.578,-1.44974,-9999,0.778694,2.58212,-665.804,-0.260437E-01,-9999,-0.650469E-01,0,113.347,-17.2009,38.9084,96.8875,147.760,207.235,310.476,-0.719266,1.02156,60.2969,1.02344,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,1,3,0,11,2.99577,1.39752,0.770943,0.395722E-01,0.494914E-01
SE-Htm_sonic_profile_2020-06-13_0530.dat,2020-06-13,06:00,165.2499,1,18000,17998,-0.793640,0,79.1043,0,6.15306,287.483,287.483,99889.2,1.21050,1005.42,0.239279E-01,-9999,-9999,-9999,1628.53,-9999,-9999,-9999,-9999,-1.47812,-2.84984,-0.799372E-01,3.21110,-0.162367E-13,-0.475025E-14,3.21110,9.58513,296.240,242.583,-1.42647,-9999,0.809711,2.42322,-583.980,-0.296928E-01,-9999,-0.802713E-01,0,116.019,-17.6063,39.8256,99.1714,151.243,212.120,317.794,-0.776676,1.02184,77.3024,1.02331,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,1,5,0,9,2.76709,1.29294,0.786416,0.327001E-01,0.635161E-01
SE-Htm_sonic_profile_2020-06-13_0600.dat,2020-06-13,06:30,165.2707,1,18000,18000,-0.939206,0,90.4488,0,3.92662,287.677,287.677,99889.2,1.20968,1005.42,0.239440E-01,-9999,-9999,-9999,1649.06,-9999,-9999,-9999,-9999,-1.79588,-3.29761,-0.655417E-01,3.75549,0.335049E-13,0.226886E-15,3.75549,10.0290,297.870,241.427,-0.999990,-9999,0.881140,2.66093,-658.175,-0.263456E-01,-9999,-0.843993E-01,0,113.417,-17.2114,38.9323,96.9469,147.850,207.362,310.666,-0.920360,1.02048,88.3005,1.02433,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,3,3,0,5,2.90982,1.42641,0.985629,0.368883E-01,0.726012E-01
SE-Htm_sonic_profile_2020-06-13_0630.dat,2020-06-13,07:00,165.2916,1,18000,18000,-0.620655,0,72.1684,0,5.13180,287.931,287.931,99889.2,1.20862,1005.43,0.239651E-01,-9999,-9999,-9999,1676.26,-9999,-9999,-9999,-9999,-1.41739,-2.77416,-0.991839E-01,3.11686,-0.341791E-13,0.114995E-13,3.11686,8.36408,296.189,242.936,-1.82356,-9999,0.716607,2.10338,-443.719,-0.390788E-01,-9999,-0.828756E-01,0,107.885,-16.3719,37.0333,92.2181,140.638,197.247,295.513,-0.607201,1.02216,70.5329,1.02319,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,9,3,0,7,2.18459,1.28344,0.738720,0.319941E-01,0.580434E-01
SE-Htm_sonic_profile_2020-06-13_0700.dat,2020-06-13,07:30,165.3124,1,18000,17999,-0.720820,0,79.7324,0,-0.989169,287.882,287.882,99889.2,1.20882,1005.43,0.239610E-01,-9999,-9999,-9999,1670.99,-9999,-9999,-9999,-9999,-1.46616,-2.75972,0.302111E-01,3.12516,-0.136096E-13,0.487041E-14,3.12516,9.48216,296.821,242.020,0.553891,-9999,0.772205,2.25973,-502.543,-0.345045E-01,-9999,-0.849553E-01,0,113.500,-17.2240,38.9608,97.0179,147.958,207.514,310.893,-0.705215,1.02213,77.9248,1.02320,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,5,5,1,6,2.38528,1.37858,0.755603,0.443965E-01,0.641155E-01
SE-Htm_sonic_profile_2020-06-13_0730.dat,2020-06-13,08:00,165.3332,1,18000,17999,-1.00602,0,107.462,0,0.919952,287.927,287.927,99889.2,1.20863,1005.43,0.239648E-01,-9999,-9999,-9999,1675.89,-9999,-9999,-9999,-9999,-1.56191,-2.70052,0.338402E-01,3.11986,0.516959E-13,-0.788665E-14,3.11986,10.9842,300.174,239.956,0.621483,-9999,0.912341,2.70828,-614.932,-0.281982E-01,-9999,-0.969292E-01,0,123.312,-18.7131,42.3291,105.405,160.750,225.454,337.771,-0.984225,1.02215,105.027,1.02319,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,6,1,0,1,3.15546,1.40383,0.857266,0.455207E-01,0.864281E-01
SE-Htm_sonic_profile_2020-06-13_0800.dat,2020-06-13,08:30,165.3541,1,18000,17996,-0.868142,0,86.5250,0,5.92702,288.220,288.220,99889.2,1.20740,1005.43,0.239892E-01,-9999,-9999,-9999,1707.82,-9999,-9999,-9999,-9999,-1.82779,-3.16767,-0.264364E-01,3.65720,-0.406789E-13,0.444943E-14,3.65720,10.3261,299.997,240.010,-0.414171,-9999,0.847948,2.47272,-613.170,-0.282793E-01,-9999,-0.840557E-01,0,116.868,-17.7352,40.1171,99.8974,152.350,213.673,320.121,-0.850559,1.02067,84.4879,1.02411,800009999,800009999,800009999,800109999,800009999,800009999,899999999,899999999,89999,89999,89,89,3,1,0,6,2.53344,1.56514,0.846861,0.477058E-01,0.695968E-01
