"yyyy","mm","day","HH","MM","zm","d","z0","u_mean","L","sigma_v","u_star","wind_dir"
2021,7,11,1,30,148,12.654,1.9,3.90235,183.315,0.390278105970601,0.331092,227.702
2021,7,11,2,0,148,12.654,1.9,4.04072,119.719,0.637293495965556,0.183945,229.329
2021,7,11,2,30,148,12.654,1.9,4.04178,57.8757,0.340089694051437,0.17164,235.614
2021,7,11,3,0,148,12.654,1.9,3.14262,-1006.4,0.519528632512203,0.27875,218.057
2021,7,11,3,30,148,12.654,1.9,4.66097,167.141,0.280678641866459,0.172289,218.651
2021,7,11,4,30,148,12.654,1.9,4.6352,1232.34,0.339256540099082,0.166015,207.232
2021,7,11,5,0,148,12.654,1.9,4.17165,184.931,0.2162812983131,0.134616,202.857
2021,7,11,6,0,148,12.654,1.9,4.1259,-360.345,0.21348044406924,0.111818,184.023
2021,7,11,6,30,148,12.654,1.9,3.68615,51.0136,0.456464675522652,0.222177,188.168
2021,7,11,7,0,148,12.654,1.9,2.63257,248.514,0.646154780219105,0.466223,183.731
2021,7,11,7,30,148,12.654,1.9,2.73406,-290.691,0.589852523941366,0.455995,187.59
2021,7,11,8,0,148,12.654,1.9,2.74066,-57.6244,0.672122756644945,0.324454,178.164
2021,7,11,8,30,148,12.654,1.9,2.36393,-26.3905,0.567043208230202,0.268272,180.154
2021,7,11,9,0,148,12.654,1.9,2.25517,-19.4763,0.94096546164033,0.256567,182.378
2021,7,11,9,30,148,12.654,1.9,2.64034,-561.283,0.66317116945778,0.314784,183.935
2021,7,11,10,0,148,12.654,1.9,3.04035,-292.997,0.766552672684663,0.369271,170.332
2021,7,11,10,30,148,12.654,1.9,3.3479,-65.1265,1.00515670420089,0.605934,171.182
2021,7,11,11,0,148,12.654,1.9,2.94315,-63.5855,1.01393293663832,0.494436,213.831
2021,7,11,11,30,148,12.654,1.9,2.31666,-96.3786,0.730302676977156,0.780076,189.14
2021,7,11,12,30,148,12.654,1.9,1.31766,-161.04,0.895516052340772,0.427605,211.376
2021,7,11,13,0,148,12.654,1.9,1.50896,-108.144,1.21784235432998,0.821416,175.263
2021,7,11,13,30,148,12.654,1.9,2.03556,-35.6405,1.22334786549043,0.444663,228.232
2021,7,11,14,0,148,12.654,1.9,1.23187,-231.135,1.36122004099264,0.912458,250.96
2021,7,11,14,30,148,12.654,1.9,1.72366,-141.083,1.38982013224734,0.733995,214.06
2021,7,11,15,0,148,12.654,1.9,1.58402,-72.6887,1.23362879343829,0.612705,223.029
2021,7,11,15,30,148,12.654,1.9,1.64434,-14.5008,0.840064283254561,0.253213,181.338
2021,7,11,16,0,148,12.654,1.9,1.45798,-114.113,0.857799510375239,0.629768,201.049
2021,7,11,16,30,148,12.654,1.9,0.826673,-34.6673,0.958041752743585,0.334188,268.016
2021,7,11,17,0,148,12.654,1.9,1.60241,-70.6492,0.91598744532881,0.38358,271.416
2021,7,11,17,30,148,12.654,1.9,1.9392,-20.0638,0.987066867035866,0.287233,294.86
2021,7,11,18,0,148,12.654,1.9,1.66543,-17.9959,0.669466205271035,0.196778,302.356
2021,7,12,4,30,148,12.654,1.9,8.47271,-71.9708,0.185487465883817,0.120856,73.8028
2021,7,12,5,30,148,12.654,1.9,9.06098,13.4103,0.410192637671619,0.118988,66.2078
2021,7,12,6,0,148,12.654,1.9,9.14757,-9.76422,0.518206522537106,0.116168,57.8134
2021,7,12,6,30,148,12.654,1.9,8.66185,20.7351,0.535180343435743,0.160757,51.045
2021,7,12,7,0,148,12.654,1.9,8.07602,40.908,0.387756366807819,0.193455,47.9679
2021,7,12,7,30,148,12.654,1.9,6.0832,170.895,0.467252608339429,0.26733,43.7341
2021,7,12,8,0,148,12.654,1.9,6.20953,154.364,0.511912101829992,0.287252,40.0126
2021,7,12,8,30,148,12.654,1.9,6.76392,152.901,0.812017241196269,0.336516,44.1828
2021,7,12,9,0,148,12.654,1.9,6.49408,-317.382,1.060207526855,0.61578,55.7614
2021,7,12,9,30,148,12.654,1.9,7.29288,-153.085,0.855237978576723,0.554951,55.3088
2021,7,12,10,0,148,12.654,1.9,8.66141,-236.947,0.813477104779231,0.508317,59.0364
2021,7,12,10,30,148,12.654,1.9,8.32824,-115.254,0.988029351790725,0.494769,58.4707
2021,7,12,11,0,148,12.654,1.9,7.71814,-182.668,1.41611087136566,0.651871,57.2886
2021,7,12,11,30,148,12.654,1.9,7.95869,-301.023,1.04531813339289,1.0325,59.7896
2021,7,12,12,0,148,12.654,1.9,8.17217,-89.146,0.915906108725125,0.453984,56.3283
2021,7,12,12,30,148,12.654,1.9,8.39372,-157.357,0.835449579567792,0.514471,61.4622
2021,7,12,13,0,148,12.654,1.9,7.4186,-77.2653,1.36603806681952,0.621881,45.9726
2021,7,12,13,30,148,12.654,1.9,6.90462,-301.788,1.77315819937196,0.930371,50.5951
2021,7,12,14,0,148,12.654,1.9,6.93736,-69.6988,1.31498669194787,0.578784,54.6884
2021,7,12,14,30,148,12.654,1.9,6.53839,-166.333,1.22218247410115,0.885477,54.5924
2021,7,12,15,0,148,12.654,1.9,6.88795,-243.91,1.1886547017532,0.989571,55.2364
2021,7,12,15,30,148,12.654,1.9,7.99493,-104.842,1.0746906531649,0.603799,55.6846
2021,7,12,16,0,148,12.654,1.9,7.45972,-27.1511,1.4138422825761,0.387711,49.321
2021,7,12,16,30,148,12.654,1.9,7.51797,-93.9968,0.915718297294534,0.48399,56.9674
2021,7,12,17,0,148,12.654,1.9,7.37653,-350.554,1.09751993148188,0.69938,50.1726
2021,7,12,17,30,148,12.654,1.9,7.42979,-258.122,1.41444335340798,0.610091,42.982
2021,7,12,18,0,148,12.654,1.9,7.40779,-90.7779,0.914844249039147,0.425261,49.4783
2021,7,12,18,30,148,12.654,1.9,7.35705,-468.03,0.964868384806964,0.688464,46.0596
2021,7,12,19,0,148,12.654,1.9,7.41259,-680.768,0.841332871103941,0.450303,58.1854
2021,7,12,19,30,148,12.654,1.9,6.52884,-1329.9,0.93795309051146,0.492058,57.5172
2021,7,12,20,0,148,12.654,1.9,7.10423,-253.581,0.849910583532174,0.801163,57.5835
2021,7,12,20,30,148,12.654,1.9,8.06808,3834.56,0.836462790565127,0.631738,50.8897
2021,7,12,21,0,148,12.654,1.9,6.50841,4249.36,0.695664430598547,0.425322,42.6005
2021,7,12,21,30,148,12.654,1.9,8.00242,534.908,0.617988673035356,0.442709,48.4765
2021,7,12,22,0,148,12.654,1.9,8.58683,216.166,0.655158759385845,0.379732,51.2326
2021,7,12,22,30,148,12.654,1.9,10.1514,135.054,0.820349315840514,0.462937,44.7195
2021,7,12,23,0,148,12.654,1.9,12.1817,45.4457,0.45576419341585,0.207235,41.9698
2021,7,12,23,30,148,12.654,1.9,11.6843,37.3283,0.373756605292803,0.176489,42.4786
2021,7,13,0,0,148,12.654,1.9,11.3044,45.927,0.437583134958376,0.204511,37.7498
2021,7,13,0,30,148,12.654,1.9,10.7167,102.213,0.594057236299668,0.321477,34.538
2021,7,13,1,0,148,12.654,1.9,10.3499,111.912,0.50118160381243,0.339438,32.5244
2021,7,13,1,30,148,12.654,1.9,10.1906,50.3674,0.37524658559406,0.165847,29.2006
2021,7,13,2,30,148,12.654,1.9,9.70206,42.0688,0.514796076131122,0.206077,27.3243
2021,7,13,3,0,148,12.654,1.9,11.3059,62.1754,0.483078668541678,0.242108,27.1338
2021,7,13,3,30,148,12.654,1.9,10.7703,37.1808,0.481549582078523,0.20025,22.9821
2021,7,13,4,0,148,12.654,1.9,10.1979,50.1203,0.650801813150517,0.146313,29.9752
2021,7,13,4,30,148,12.654,1.9,9.12122,42.1446,0.633717602722222,0.231841,27.8831
2021,7,13,5,0,148,12.654,1.9,9.11618,23.4965,0.671386624829539,0.130455,23.4934
2021,7,13,5,30,148,12.654,1.9,10.4231,44.947,0.534824270204709,0.160584,22.212
2021,7,13,6,0,148,12.654,1.9,10.5441,32.4303,0.443702603102574,0.208792,25.4662
2021,7,13,6,30,148,12.654,1.9,9.25393,139.963,0.742457406185702,0.381054,26.4339
2021,7,13,7,0,148,12.654,1.9,9.37139,243.5,0.916852768987475,0.512829,32.7774
2021,7,13,7,30,148,12.654,1.9,9.44498,-2769.93,1.01810117375436,0.694441,36.8564
2021,7,13,8,0,148,12.654,1.9,8.23793,-744.569,1.06416634038105,0.763775,39.2633
2021,7,13,8,30,148,12.654,1.9,8.28042,-290.935,0.748936579424453,0.552671,39.6436
2021,7,13,9,0,148,12.654,1.9,7.63663,-366.364,0.806891566444959,0.583138,39.6254
2021,7,13,9,30,148,12.654,1.9,8.91484,-350.558,0.945051850429383,0.506161,39.9509
2021,7,13,10,0,148,12.654,1.9,8.05757,-278.379,1.08388652542598,0.775238,39.3203
2021,7,13,10,30,148,12.654,1.9,8.49867,-834.569,1.20423004446825,0.83257,40.8782
2021,7,13,11,0,148,12.654,1.9,9.88926,-137.588,1.13829258101773,0.57525,49.7475
2021,7,13,11,30,148,12.654,1.9,9.2327,-280.083,1.60840604326146,0.890297,55.0665
2021,7,13,12,0,148,12.654,1.9,9.14812,-279.955,1.18542819267976,1.01088,59.0215
2021,7,13,12,30,148,12.654,1.9,8.95837,-135.258,1.37066772049246,0.67543,58.1529
2021,7,13,13,0,148,12.654,1.9,7.85116,-94.2331,1.62473690177825,0.684146,67.0023
2021,7,13,13,30,148,12.654,1.9,8.05063,-237.038,1.03037857120575,0.663692,61.7889
2021,7,13,14,0,148,12.654,1.9,7.96554,-61.5476,0.928106136171936,0.553426,59.3764
2021,7,13,14,30,148,12.654,1.9,7.19306,-226.544,1.0564942025397,0.555283,64.7842
2021,7,13,15,0,148,12.654,1.9,7.02872,-238.15,0.897024525863145,0.729439,62.5168
2021,7,13,15,30,148,12.654,1.9,5.84687,-243.825,1.18649905183274,0.466983,65.8373
2021,7,13,16,0,148,12.654,1.9,5.16534,-106.72,1.22839325950609,0.657515,61.8032
2021,7,13,16,30,148,12.654,1.9,4.21895,-203.198,1.07806771586946,0.776563,60.4376
2021,7,13,17,0,148,12.654,1.9,4.84145,-212.844,0.957334842152943,0.592357,53.4193
2021,7,13,17,30,148,12.654,1.9,5.70166,-80.0486,1.06246411704114,0.464585,54.5886
2021,7,13,18,0,148,12.654,1.9,5.84394,-173.655,1.13530612611753,0.48838,63.1837
2021,7,13,18,30,148,12.654,1.9,5.59049,-86.1913,0.706896739276678,0.344428,61.6287
2021,7,13,19,0,148,12.654,1.9,5.56975,-52.7362,1.05037136289981,0.257347,46.0044
2021,7,13,19,30,148,12.654,1.9,5.40661,-614.824,0.642473345750623,0.492672,45.7998
2021,7,13,20,0,148,12.654,1.9,5.51266,-546.036,0.681934747611529,0.358772,54.6751
2021,7,13,20,30,148,12.654,1.9,4.23215,126.667,0.381101036471957,0.272733,51.9335
2021,7,14,5,0,148,12.654,1.9,9.08848,-10.6943,0.397307185940552,0.153338,44.3604
2021,7,14,6,0,148,12.654,1.9,10.0223,19.7736,0.519109814971746,0.213182,46.2471
2021,7,14,6,30,148,12.654,1.9,9.31484,11.9545,0.362116003512687,0.178694,47.6695
2021,7,14,7,0,148,12.654,1.9,8.93968,34.0088,0.3573219836506,0.216345,48.0817
2021,7,14,7,30,148,12.654,1.9,7.12424,94.6213,0.604192022456437,0.303741,47.4573
2021,7,14,8,0,148,12.654,1.9,5.27263,3142.49,0.645512199729796,0.404975,46.1265
2021,7,14,8,30,148,12.654,1.9,4.35918,-70.9906,0.578883407950167,0.393816,47.9074
2021,7,14,9,0,148,12.654,1.9,4.49802,-298.393,0.497432407468593,0.540481,38.6662
2021,7,14,9,30,148,12.654,1.9,4.33643,-49.3311,0.579623153436783,0.237287,38.2335
2021,7,14,10,0,148,12.654,1.9,4.55194,-44.0243,0.871006888606514,0.532803,36.2293
2021,7,14,10,30,148,12.654,1.9,4.76054,-157.53,0.812368143146936,0.657935,31.731
2021,7,14,11,0,148,12.654,1.9,5.11249,-14.2154,0.777856027809774,0.268367,28.9698
2021,7,14,11,30,148,12.654,1.9,5.99139,-24.8551,0.778472221726633,0.360584,41.1945
2021,7,14,12,0,148,12.654,1.9,6.03391,-25.0755,1.13930680679087,0.397366,44.1323
2021,7,14,12,30,148,12.654,1.9,6.28376,-85.8829,0.946652523368527,0.607737,54.0334
2021,7,14,13,0,148,12.654,1.9,6.47529,-98.7623,1.30532754510123,0.741292,62.134
2021,7,14,13,30,148,12.654,1.9,7.08114,-71.8188,0.980299444047583,0.550976,56.9195
