"yyyy","mm","day","HH","MM","zm","d","z0","u_mean","L","sigma_v","u_star","wind_dir"
2021,4,18,1,0,30,12.654,1.9,2.25813,124.605,0.714094531557272,0.384383,342.51
2021,4,18,1,30,30,12.654,1.9,2.34215,156.619,0.769076069059492,0.410685,358.573
2021,4,18,2,0,30,12.654,1.9,2.0424,113.419,0.690276031743823,0.383715,355.054
2021,4,18,2,30,30,12.654,1.9,1.98766,46.7247,0.576353190326904,0.245429,350.837
2021,4,18,3,0,30,12.654,1.9,2.15583,76.3439,0.676482815746269,0.343095,356.323
2021,4,18,3,30,30,12.654,1.9,2.01958,58.2851,0.65849449504153,0.284815,350.264
2021,4,18,4,0,30,12.654,1.9,2.00547,95.9984,0.671086432585252,0.334746,353.348
2021,4,18,4,30,30,12.654,1.9,1.92619,207.696,0.560701346529505,0.322311,358.646
2021,4,18,5,0,30,12.654,1.9,2.24804,94.9621,0.636062889972367,0.326864,353.683
2021,4,18,5,30,30,12.654,1.9,2.69706,122.765,0.810903200141669,0.421081,0.887873
2021,4,18,6,0,30,12.654,1.9,2.78027,287.67,0.90399391590873,0.4862,359.093
2021,4,18,6,30,30,12.654,1.9,2.64743,343.198,0.90746900773525,0.481371,357.471
2021,4,18,7,0,30,12.654,1.9,2.55381,-2060.06,0.86410647492077,0.559969,4.0629
2021,4,18,7,30,30,12.654,1.9,2.35961,-585.273,0.876130698012574,0.520093,3.84056
2021,4,18,8,0,30,12.654,1.9,1.96138,-145.743,0.800624756049924,0.447488,359.292
2021,4,18,8,30,30,12.654,1.9,2.11229,-146.232,0.870437820869475,0.481345,1.75925
2021,4,18,9,0,30,12.654,1.9,2.46333,-139.887,0.970588481283391,0.63195,1.65128
2021,4,18,9,30,30,12.654,1.9,2.23082,-87.3915,0.968517423694587,0.563977,354.585
2021,4,18,10,0,30,12.654,1.9,2.21868,-71.8007,0.99594929589814,0.556603,6.28143
2021,4,18,10,30,30,12.654,1.9,2.17258,-69.1137,1.04700525309093,0.539656,0.405047
2021,4,18,11,0,30,12.654,1.9,2.16798,-126.216,0.954473153105942,0.718064,15.3504
2021,4,18,11,30,30,12.654,1.9,2.36819,-106.952,0.992495340039438,0.554686,20.134
2021,4,18,12,0,30,12.654,1.9,3.10508,-163.008,1.11655720856569,0.591392,29.665
2021,4,18,12,30,30,12.654,1.9,2.71858,-358.718,1.01736424155757,0.583886,27.9633
2021,4,18,13,0,30,12.654,1.9,2.04334,-3567.95,0.906916203405805,0.521895,46.2947
2021,4,18,13,30,30,12.654,1.9,2.06724,-103.257,1.07656397859115,0.637185,32.5494
2021,4,18,14,0,30,12.654,1.9,1.44004,-67.6745,0.796224842616707,0.476021,21.7109
2021,4,18,14,30,30,12.654,1.9,2.68209,-119.26,1.27497450954911,0.585579,56.0908
2021,4,18,15,0,30,12.654,1.9,3.22875,-144.254,1.44806077220537,0.73124,66.4172
2021,4,18,15,30,30,12.654,1.9,2.79971,-243.705,1.27814318446722,0.741299,51.56
2021,4,18,16,0,30,12.654,1.9,3.1223,-172.332,1.39555365357266,0.660268,66.6121
2021,4,18,16,30,30,12.654,1.9,2.83939,-191.379,1.29514477955169,0.73322,65.214
2021,4,18,17,0,30,12.654,1.9,3.10541,-287.78,1.19506485179676,0.731771,80.6412
2021,4,18,17,30,30,12.654,1.9,2.43337,-271.801,1.14039028406945,0.653526,73.0264
2021,4,18,18,0,30,12.654,1.9,2.3549,-247.695,0.93848441649289,0.512673,66.5813
2021,4,18,18,30,30,12.654,1.9,2.06467,-201.063,0.826905677813377,0.409257,72.0343
2021,4,18,19,0,30,12.654,1.9,1.71514,91.0394,0.537594642830451,0.274801,72.5808
2021,4,18,19,30,30,12.654,1.9,1.80514,31.0727,0.368981029322647,0.170541,72.4084
2021,4,18,20,0,30,12.654,1.9,1.97021,70.873,0.420537750980813,0.220455,68.8005
2021,4,18,20,30,30,12.654,1.9,2.05252,72.7073,0.571716713066882,0.246291,68.3022
2021,4,18,21,0,30,12.654,1.9,1.85187,44.2326,0.404775246278722,0.200803,46.9879
2021,4,18,22,0,30,12.654,1.9,1.90147,6.51095,0.372034944595262,0.100102,29.4636
2021,4,18,23,0,30,12.654,1.9,1.74891,595.916,0.199517668390546,0.115771,9.99405
2021,4,18,23,30,30,12.654,1.9,2.41792,27.0681,0.430119750767156,0.194202,15.0062
2021,4,19,0,0,30,12.654,1.9,2.2187,32.4696,0.474933679580634,0.269271,7.23196
2021,4,19,0,30,30,12.654,1.9,1.75665,22.5462,0.528438265079281,0.232911,356.779
2021,4,19,1,0,30,12.654,1.9,2.47982,82.3229,0.63008650199794,0.400597,14.6986
2021,4,19,1,30,30,12.654,1.9,1.7063,28.103,0.548720329493996,0.22679,353.316
2021,4,19,2,0,30,12.654,1.9,1.93727,71.7471,0.524628439945834,0.260322,341.627
2021,4,19,2,30,30,12.654,1.9,1.84293,49.8836,0.546683637947945,0.250726,341.116
2021,4,19,3,0,30,12.654,1.9,2.18688,37.547,0.506626094866816,0.264526,334.11
2021,4,19,3,30,30,12.654,1.9,2.15314,24.5692,0.436812316676167,0.221025,330.853
2021,4,19,4,0,30,12.654,1.9,2.35552,32.6181,0.454027532204821,0.218575,327.679
2021,4,19,4,30,30,12.654,1.9,2.39806,43.0328,0.44229967216809,0.25224,327.768
2021,4,19,5,0,30,12.654,1.9,2.24645,57.7758,0.482488341828069,0.260248,332.28
2021,4,19,5,30,30,12.654,1.9,1.95285,68.6857,0.537947023414016,0.286291,339.928
2021,4,19,6,0,30,12.654,1.9,1.97296,53.7587,0.607221541119878,0.294691,346.974
2021,4,19,6,30,30,12.654,1.9,2.1692,282.553,0.650046921383372,0.37558,357.57
2021,4,19,7,0,30,12.654,1.9,2.1559,1891.29,0.736472674306386,0.41703,359.898
2021,4,19,7,30,30,12.654,1.9,2.001,-457.4,0.715861020031123,0.488424,357.917
2021,4,19,8,0,30,12.654,1.9,2.20686,-199.943,0.784207243016793,0.482402,2.72815
2021,4,19,8,30,30,12.654,1.9,2.18354,-253.219,0.87108151168533,0.577946,3.31865
2021,4,19,9,0,30,12.654,1.9,2.05999,-151.928,0.864895947498888,0.539054,358.164
2021,4,19,9,30,30,12.654,1.9,2.26483,-135.817,0.925598184959327,0.564215,8.78896
2021,4,19,10,0,30,12.654,1.9,2.6652,-234.398,1.10854409023728,0.720966,8.72049
2021,4,19,10,30,30,12.654,1.9,3.10968,-161.152,1.23646674035333,0.694288,22.7628
2021,4,19,11,0,30,12.654,1.9,3.5038,-231.387,1.43231979669346,0.865565,20.699
2021,4,19,11,30,30,12.654,1.9,3.86528,-318.236,1.57360732077606,1.03283,27.4778
2021,4,19,12,0,30,12.654,1.9,4.12451,-223.948,1.5942176764796,0.901362,23.2738
2021,4,19,12,30,30,12.654,1.9,3.53595,-218.739,1.48316553358012,0.941048,34.3174
2021,4,19,13,0,30,12.654,1.9,3.46921,-183.472,1.39995714220115,0.891693,32.7664
2021,4,19,13,30,30,12.654,1.9,3.3635,-156.852,1.30912948175496,0.817846,31.793
2021,4,19,14,0,30,12.654,1.9,3.65712,-185.5,1.52257676325366,0.855173,26.5279
2021,4,19,14,30,30,12.654,1.9,2.89498,-157.034,1.40254768189891,0.814502,33.231
2021,4,19,15,0,30,12.654,1.9,3.30019,-169.566,1.19379646506429,0.782848,21.3237
2021,4,19,15,30,30,12.654,1.9,2.26723,-117.466,1.21507201432672,0.681106,19.3877
2021,4,19,16,0,30,12.654,1.9,2.64404,-121.589,1.21967208707915,0.639386,17.57
2021,4,19,16,30,30,12.654,1.9,2.63904,-116.866,1.67050591139331,0.604912,64.9623
2021,4,19,17,0,30,12.654,1.9,2.81718,-127.457,1.20458291536947,0.600835,72.9125
2021,4,19,17,30,30,12.654,1.9,2.7982,-221.002,1.27946863970947,0.692517,78.5345
2021,4,19,18,0,30,12.654,1.9,2.98178,-298.046,1.12077651652772,0.644578,82.679
2021,4,19,18,30,30,12.654,1.9,2.57324,-683.678,0.9462499669749,0.554056,73.576
2021,4,19,19,0,30,12.654,1.9,2.64962,626.684,0.89705964127253,0.506652,67.8872
2021,4,19,19,30,30,12.654,1.9,1.94724,75.7262,0.619268116408394,0.26076,68.6161
2021,4,19,20,0,30,12.654,1.9,1.82948,26.5304,0.328085354747816,0.162366,69.4154
2021,4,19,20,30,30,12.654,1.9,1.98267,14.2368,0.240247164395337,0.141728,65.3235
2021,4,19,21,0,30,12.654,1.9,1.93687,27.1952,0.272954758155999,0.155626,57.4697
2021,4,19,21,30,30,12.654,1.9,1.90618,33.3476,0.351106821352135,0.149581,57.8379
2021,4,19,22,0,30,12.654,1.9,1.96834,18.2105,0.484775205636592,0.149685,35.868
2021,4,19,22,30,30,12.654,1.9,1.99278,4.80125,0.358417354490544,0.123503,1.27937
2021,4,19,23,0,30,12.654,1.9,1.71322,5.13329,0.301927143529693,0.109055,348.13
2021,4,19,23,30,30,12.654,1.9,2.21342,10.9855,0.42183646120268,0.14793,332.672
2021,4,20,0,0,30,12.654,1.9,1.96919,13.471,0.415304707413725,0.186694,333.807
2021,4,20,0,30,30,12.654,1.9,2.05418,8.4213,0.439233423136264,0.186364,336.639
2021,4,20,1,0,30,12.654,1.9,2.05767,17.3585,0.513714901477463,0.241926,340.541
2021,4,20,1,30,30,12.654,1.9,2.13122,41.0029,0.551037203825658,0.279217,351.058
2021,4,20,2,0,30,12.654,1.9,2.16593,39.3335,0.636064462142007,0.262597,352.379
2021,4,20,2,30,30,12.654,1.9,2.19561,32.8582,0.609796687429507,0.316578,348.488
2021,4,20,3,0,30,12.654,1.9,2.25974,32.5276,0.630083327822598,0.298557,354.085
2021,4,20,3,30,30,12.654,1.9,2.26174,67.8481,0.629095382275216,0.342506,349.752
2021,4,20,4,0,30,12.654,1.9,2.28181,52.3486,0.622735899077611,0.333986,345.229
2021,4,20,4,30,30,12.654,1.9,2.22582,43.9689,0.63435242570672,0.348034,342.214
2021,4,20,5,0,30,12.654,1.9,2.33211,74.9405,0.640030468024765,0.419451,341.813
2021,4,20,5,30,30,12.654,1.9,2.46331,57.164,0.68732452306025,0.356832,344.669
2021,4,20,6,0,30,12.654,1.9,2.33359,83.9767,0.649764572749238,0.376217,345.239
2021,4,20,6,30,30,12.654,1.9,2.37217,64.2465,0.682760572968299,0.341575,345.403
2021,4,20,7,0,30,12.654,1.9,1.88509,4279.21,0.646052629435095,0.29321,346.43
2021,4,20,7,30,30,12.654,1.9,1.7886,-210.073,0.586511721962997,0.359586,336.662
2021,4,20,8,0,30,12.654,1.9,1.81073,-75.8114,0.583234086795345,0.351802,345.804
2021,4,20,8,30,30,12.654,1.9,1.69416,-67.3691,0.697620240532053,0.399812,354.289
2021,4,20,9,0,30,12.654,1.9,1.74668,-56.39,0.840504015457392,0.363316,344.862
2021,4,20,9,30,30,12.654,1.9,2.70694,-53.3483,0.955346010616049,0.478434,350.028
2021,4,20,10,0,30,12.654,1.9,2.14083,-95.8564,1.05612499260267,0.606847,359.234
2021,4,20,10,30,30,12.654,1.9,2.74868,-38.1108,1.06220525323499,0.446751,341.899
2021,4,20,11,0,30,12.654,1.9,2.01456,-34.9985,0.905975717113875,0.467769,5.15621
2021,4,20,11,30,30,12.654,1.9,1.9003,-36.7713,1.15489393452386,0.482807,353.57
2021,4,20,12,0,30,12.654,1.9,1.74519,-44.9531,1.172710535469,0.570196,341.391
2021,4,20,12,30,30,12.654,1.9,1.4911,-23.2095,1.43483100050145,0.390394,349.478
2021,4,20,13,0,30,12.654,1.9,1.21356,-38.5414,1.34532152290819,0.516168,352.203
2021,4,20,13,30,30,12.654,1.9,1.00458,-32.9796,1.29915741925296,0.441057,29.3907
2021,4,20,14,0,30,12.654,1.9,0.886723,-170.672,1.06999065416479,0.825994,26.4894
2021,4,20,14,30,30,12.654,1.9,0.347637,-33.9096,0.730757825821934,0.467217,350.902
2021,4,20,15,0,30,12.654,1.9,0.613017,-5.51244,0.569839451073721,0.15423,141.084
2021,4,20,15,30,30,12.654,1.9,0.734177,-4.26361,0.52080610595499,0.115521,171.763
2021,4,20,16,0,30,12.654,1.9,1.7343,-15.4206,1.01781628990698,0.298424,174.883
2021,4,20,16,30,30,12.654,1.9,3.20286,-301.441,1.13536337795439,0.50692,218.164
2021,4,20,17,0,30,12.654,1.9,3.29901,-260.147,1.11257359307149,0.668479,219.764
2021,4,20,17,30,30,12.654,1.9,4.00089,-217.514,1.3290936761568,0.625215,224.901
2021,4,20,18,0,30,12.654,1.9,3.86494,-295.413,1.29082919086919,0.746868,240.814
2021,4,20,18,30,30,12.654,1.9,4.40746,-417.79,1.21990573406309,0.673077,234.663
2021,4,20,19,0,30,12.654,1.9,2.88395,-420.301,0.837612678987132,0.437217,232.746
2021,4,20,19,30,30,12.654,1.9,1.95687,543.814,0.547185526124367,0.281382,228.582
2021,4,20,20,0,30,12.654,1.9,1.7666,17.4136,0.295855708074054,0.117254,213.1
2021,4,20,20,30,30,12.654,1.9,2.45326,58.7329,0.440431606495265,0.175359,220.661
2021,4,20,21,0,30,12.654,1.9,1.97034,254.797,0.366159801179758,0.173402,247.362
2021,4,20,21,30,30,12.654,1.9,1.90992,-15.5165,0.216175160460216,0.123208,244.642
2021,4,20,22,0,30,12.654,1.9,2.18066,11.4784,0.305134396618932,0.140517,250.921
2021,4,20,22,30,30,12.654,1.9,1.56838,36.2867,1.1278563738349,0.170016,214.351
2021,4,21,0,0,30,12.654,1.9,2.90656,20.7389,0.277177740809034,0.114409,230.494
2021,4,21,0,30,30,12.654,1.9,2.70023,9.80554,0.287796629584156,0.10843,237.594
2021,4,21,1,30,30,12.654,1.9,1.91225,-96.4864,0.377789623997272,0.142117,214.824
2021,4,21,2,0,30,12.654,1.9,1.64901,60.5278,0.963435000402207,0.250906,158.944
2021,4,21,2,30,30,12.654,1.9,2.68143,20.3079,0.283181567196737,0.156672,140.067
2021,4,21,3,0,30,12.654,1.9,3.07019,23.4571,0.551683786239908,0.268317,153.302
2021,4,21,3,30,30,12.654,1.9,2.5773,64.4999,0.532606796802294,0.27832,163.547
2021,4,21,4,0,30,12.654,1.9,2.46763,-409.444,0.517759596724194,0.158167,165.852
2021,4,21,4,30,30,12.654,1.9,2.24447,18.0495,0.422665352258734,0.157794,185.768
2021,4,21,5,30,30,12.654,1.9,3.19898,19.0784,0.536740160599149,0.192412,229.747
2021,4,21,6,0,30,12.654,1.9,3.17311,58.5065,0.527481753238915,0.2751,234.342
2021,4,21,6,30,30,12.654,1.9,3.02957,100.266,0.597098819292083,0.270024,229.465
2021,4,21,7,0,30,12.654,1.9,3.36309,-1096.98,0.842303389521852,0.483862,233.143
2021,4,21,7,30,30,12.654,1.9,3.46001,-339.235,0.903952985503118,0.56459,239.763
2021,4,21,8,0,30,12.654,1.9,3.97942,-670.125,1.30263195108979,0.869827,248.005
2021,4,21,8,30,30,12.654,1.9,3.93739,-585.372,1.16193803621364,0.761977,248.285
2021,4,21,9,0,30,12.654,1.9,3.85135,-430.993,1.4417350658148,0.780592,246.59
2021,4,21,9,30,30,12.654,1.9,4.84278,-488.165,1.75655913649384,1.01598,241.975
2021,4,21,10,0,30,12.654,1.9,4.62522,-263.709,1.69489822703312,0.910768,251.508
2021,4,21,10,30,30,12.654,1.9,5.69111,-326.166,1.76029827018037,1.06993,253.386
2021,4,21,11,0,30,12.654,1.9,5.60495,-335.357,1.96419958252719,1.07986,252.239
2021,4,21,11,30,30,12.654,1.9,6.4261,-412.607,2.14953715948341,1.15467,247.398
2021,4,21,12,0,30,12.654,1.9,5.79433,-458.559,2.18867082952188,1.15833,239.152
2021,4,21,12,30,30,12.654,1.9,6.33778,-412.774,2.10254845366284,1.16541,232.209
2021,4,21,13,0,30,12.654,1.9,6.23825,-306.145,2.50878058028198,1.33006,217.694
2021,4,21,13,30,30,12.654,1.9,6.10636,-369.933,2.22913211811234,1.25632,244.211
2021,4,21,14,0,30,12.654,1.9,6.87856,-408.67,2.20191734631434,1.24414,233.015
2021,4,21,14,30,30,12.654,1.9,6.17849,-416.234,2.22225786082534,1.24921,230.155
2021,4,21,15,0,30,12.654,1.9,6.80796,-694.572,2.25986504021811,1.09856,232.544
2021,4,21,15,30,30,12.654,1.9,6.20256,-626.961,1.9342983223898,1.19306,231.872
2021,4,21,16,0,30,12.654,1.9,6.88704,-525.258,2.59742564859901,1.35206,225.267
2021,4,21,16,30,30,12.654,1.9,6.76596,-634.768,2.4042212876522,1.33896,216.818
2021,4,21,17,0,30,12.654,1.9,5.93292,2596.61,2.05799416908795,1.10856,245.254
2021,4,21,17,30,30,12.654,1.9,4.73945,2291.29,1.67175357035659,1.04883,250.783
2021,4,21,18,0,30,12.654,1.9,6.02418,-709.017,2.16914268779165,1.02588,237.961
2021,4,21,18,30,30,12.654,1.9,6.15916,-1536.19,1.96782113008271,1.17991,231.565
2021,4,21,19,0,30,12.654,1.9,5.74182,-2404.05,1.84371906753713,1.10026,227.552
2021,4,21,19,30,30,12.654,1.9,5.60692,-646.291,2.05614201844133,1.09049,270.896
2021,4,21,20,0,30,12.654,1.9,2.37377,75.681,1.80558023914752,0.305449,230.027
2021,4,21,20,30,30,12.654,1.9,2.87428,143.427,0.640962557408777,0.347265,191.795
2021,4,21,21,0,30,12.654,1.9,4.32138,2345.16,1.63295131586952,0.867765,237.726
2021,4,21,21,30,30,12.654,1.9,4.53448,558.194,1.21976227192023,0.709319,232.293
2021,4,21,22,0,30,12.654,1.9,3.44484,156.044,0.892099209729501,0.44646,236.851
2021,4,21,22,30,30,12.654,1.9,3.56338,243.813,1.02794455103376,0.495966,263.392
2021,4,21,23,0,30,12.654,1.9,2.78879,54.1695,0.62061743449568,0.269604,233.204
2021,4,21,23,30,30,12.654,1.9,3.20416,114.956,0.780426165630036,0.406993,225.441
2021,4,22,0,0,30,12.654,1.9,3.17808,101.46,0.699821405788648,0.377513,226.248
2021,4,22,0,30,30,12.654,1.9,3.9635,164.998,1.02143526471333,0.550124,229.02
2021,4,22,1,0,30,12.654,1.9,4.57934,205.242,1.12125822182047,0.57256,225.91
2021,4,22,1,30,30,12.654,1.9,5.05591,472.869,1.4926888490238,0.822818,223.211
2021,4,22,2,0,30,12.654,1.9,5.73775,1038.35,2.03318469402069,1.07245,261.998
2021,4,22,2,30,30,12.654,1.9,4.51402,233.276,1.17942358802934,0.652492,251.289
2021,4,22,3,0,30,12.654,1.9,3.943,248.52,0.946845816381949,0.582358,247.822
2021,4,22,3,30,30,12.654,1.9,5.47525,581.947,1.45096519599886,0.956191,259.402
2021,4,22,4,0,30,12.654,1.9,5.50501,800.846,1.53726055045981,0.970901,263.934
2021,4,22,4,30,30,12.654,1.9,5.86285,1406.89,1.6916619047552,0.987734,265.453
2021,4,22,5,0,30,12.654,1.9,6.11942,2248.69,1.66061735508214,0.945526,267.087
2021,4,22,5,30,30,12.654,1.9,5.43303,2692.02,1.53915236412774,1.09323,266.065
2021,4,22,6,0,30,12.654,1.9,5.80318,5506.3,1.74582358788052,0.979645,268.642
2021,4,22,6,30,30,12.654,1.9,6.04967,-3737.99,1.86567414089385,1.10606,269.564
2021,4,22,7,0,30,12.654,1.9,6.13095,-1569.09,1.82840367534087,1.13538,267.885
2021,4,22,7,30,30,12.654,1.9,6.16058,-1415.39,2.0492559625386,1.27131,274.261
2021,4,22,8,0,30,12.654,1.9,6.56565,-1021.24,2.15611456096377,1.31139,275.216
2021,4,22,8,30,30,12.654,1.9,7.13662,-763.198,2.39869130986044,1.31208,272.94
2021,4,22,9,0,30,12.654,1.9,7.03778,-562.18,2.21339332248021,1.17661,278.065
2021,4,22,9,30,30,12.654,1.9,6.83459,-640.952,2.2065448103313,1.19946,281.779
2021,4,22,10,0,30,12.654,1.9,6.73605,-702.115,2.3752557757008,1.32184,276.434
2021,4,22,10,30,30,12.654,1.9,7.17501,-462.588,2.44433835628376,1.33856,277.243
2021,4,22,11,0,30,12.654,1.9,7.61482,-501.998,2.41211110855201,1.42881,280.693
2021,4,22,11,30,30,12.654,1.9,6.76516,-548.323,2.35547447449553,1.43608,273.106
2021,4,22,12,0,30,12.654,1.9,8.27695,-464.993,2.52192386879541,1.35731,268.678
2021,4,22,12,30,30,12.654,1.9,7.97619,-409.899,2.42552674691499,1.31774,263.288
2021,4,22,13,0,30,12.654,1.9,6.95293,-451.105,2.37826827754986,1.40699,264.884
2021,4,22,13,30,30,12.654,1.9,6.71735,-396.054,2.5277183387395,1.35786,264.006
2021,4,22,14,0,30,12.654,1.9,7.34085,-446.514,2.23095047009117,1.42519,262.607
2021,4,22,14,30,30,12.654,1.9,7.20868,-486.534,2.41776549731358,1.42926,266.845
2021,4,22,15,0,30,12.654,1.9,6.7354,-446.892,2.266486267331,1.39756,265.024
2021,4,22,15,30,30,12.654,1.9,6.78971,-493.284,2.16955294934233,1.33964,260.417
2021,4,22,16,0,30,12.654,1.9,6.46095,-391.272,2.10985781511456,1.10487,266.432
2021,4,22,16,30,30,12.654,1.9,6.55765,-522.412,2.18579276236335,1.29633,268.166
2021,4,22,17,0,30,12.654,1.9,6.84595,-511.774,2.1921222593642,1.15502,260.487
2021,4,22,17,30,30,12.654,1.9,6.04692,-495.302,2.0083973710399,1.0577,271.203
2021,4,22,18,0,30,12.654,1.9,5.76736,-594.725,1.72136864151756,1.06623,270.518
2021,4,22,18,30,30,12.654,1.9,5.43767,-875.858,1.6152089648092,1.00286,261.795
2021,4,22,19,0,30,12.654,1.9,5.05838,-1609.14,1.6910470129479,1.02372,267.905
2021,4,22,19,30,30,12.654,1.9,4.47552,-9696.11,1.27777541062583,0.743142,269.431
2021,4,22,20,0,30,12.654,1.9,3.77838,1234.52,1.03324730824716,0.538899,267.882
2021,4,22,20,30,30,12.654,1.9,3.08982,187.98,0.722631994863222,0.429597,262.157
2021,4,22,21,0,30,12.654,1.9,2.96086,70.5452,0.599399699699624,0.24517,253.235
2021,4,22,22,0,30,12.654,1.9,2.92224,-69.3038,0.337053408230802,0.114748,241.013
2021,4,22,22,30,30,12.654,1.9,2.88889,44.2909,0.384619292287841,0.137039,227.126
2021,4,22,23,0,30,12.654,1.9,2.82612,23.5433,0.582892786025012,0.196704,230.663
2021,4,22,23,30,30,12.654,1.9,2.90633,19.4375,0.388113385494497,0.151547,231.832
2021,4,23,0,0,30,12.654,1.9,2.7911,11.6107,0.379798630855879,0.125056,233.757
2021,4,23,0,30,30,12.654,1.9,2.469,4.09257,0.230898679078075,0.111395,215.328
2021,4,23,1,0,30,12.654,1.9,2.5842,6.1844,0.30826384802633,0.142975,208.446
2021,4,23,1,30,30,12.654,1.9,2.80933,18.0015,0.415150575092941,0.169961,221.953
2021,4,23,2,0,30,12.654,1.9,2.77608,49.3506,0.396184300547106,0.216625,233.171
2021,4,23,2,30,30,12.654,1.9,2.45024,82.3246,0.518458291475795,0.200931,250.652
2021,4,23,3,0,30,12.654,1.9,1.8646,222.184,0.55732216894719,0.168564,224.027
2021,4,23,4,0,30,12.654,1.9,2.53178,35.0143,0.282222430008672,0.147187,246.479
2021,4,23,5,0,30,12.654,1.9,2.49421,46.2777,0.456074555308669,0.148084,256.371
2021,4,23,5,30,30,12.654,1.9,2.80567,35.1525,0.525037141543339,0.225195,276.401
2021,4,23,6,0,30,12.654,1.9,2.78915,95.985,0.598873943330314,0.31646,296.161
2021,4,23,6,30,30,12.654,1.9,2.53668,99.8849,0.535383040448612,0.238119,298.205
2021,4,23,7,0,30,12.654,1.9,2.66133,-830.227,0.657979482962805,0.318371,277.034
2021,4,23,7,30,30,12.654,1.9,2.70185,-248.329,0.823131824193428,0.52424,270.953
2021,4,23,8,0,30,12.654,1.9,3.74389,-207.279,1.14,0.647824,274.106
2021,4,23,8,30,30,12.654,1.9,3.52934,-161.908,1.15056073286029,0.726406,273.661
2021,4,23,9,0,30,12.654,1.9,4.66078,-266.747,1.46801226152917,0.926423,272.122
2021,4,23,9,30,30,12.654,1.9,4.23912,-200.29,1.3977982687069,0.840009,276.709
2021,4,23,10,0,30,12.654,1.9,4.65108,-224.691,1.77871301788681,0.972026,275.701
2021,4,23,10,30,30,12.654,1.9,5.12842,-235.113,1.87652871014541,1.00662,265.223
2021,4,23,11,0,30,12.654,1.9,6.20666,-324.572,1.90480707684532,1.1907,260.934
2021,4,23,11,30,30,12.654,1.9,5.77502,-223.349,2.13438047217454,1.014,273.938
2021,4,23,12,0,30,12.654,1.9,6.11505,-252.503,2.35415802358295,1.02216,261.21
2021,4,23,12,30,30,12.654,1.9,5.95062,-352.245,2.1793485265097,1.17062,264.499
2021,4,23,13,0,30,12.654,1.9,6.15357,-341.13,2.06833991403734,1.16173,271.015
2021,4,23,13,30,30,12.654,1.9,6.27916,-275.638,2.47599676898012,1.12323,249.306
2021,4,23,14,0,30,12.654,1.9,6.19591,-453.791,2.06076199499117,1.2502,257.398
2021,4,23,14,30,30,12.654,1.9,5.87682,-351.071,2.46459935892226,1.18909,257.302
2021,4,23,15,0,30,12.654,1.9,6.74965,-406.184,2.34467908251854,1.31828,250.753
2021,4,23,15,30,30,12.654,1.9,5.95565,-412.625,1.82974588399592,1.07364,257.25
2021,4,23,16,0,30,12.654,1.9,5.50123,-322.797,2.2744515822501,1.2125,258.76
2021,4,23,16,30,30,12.654,1.9,5.86094,-379.709,2.04911444287526,1.13614,252.237
2021,4,23,17,0,30,12.654,1.9,5.85828,-385.902,1.89757213301629,1.06061,247.882
2021,4,23,17,30,30,12.654,1.9,5.46964,-413.212,1.74115766086819,1.00818,246.701
2021,4,23,18,0,30,12.654,1.9,4.26587,-394.179,1.51694429693381,0.904338,257.652
2021,4,23,18,30,30,12.654,1.9,4.36662,-411.036,1.26067442268018,0.776278,271.21
2021,4,23,19,0,30,12.654,1.9,4.11337,-630.113,1.25258931817256,0.704499,269.041
2021,4,23,19,30,30,12.654,1.9,3.63113,8123.25,0.943026510762025,0.568482,257.636
2021,4,23,20,0,30,12.654,1.9,2.55736,409.93,0.653130155482045,0.328628,254.046
2021,4,23,20,30,30,12.654,1.9,2.97012,67.6221,0.527221016273062,0.262178,242.744
2021,4,23,21,0,30,12.654,1.9,2.86121,57.6416,0.486424711543318,0.242266,242.179
2021,4,23,21,30,30,12.654,1.9,3.02963,49.4312,0.451794200936665,0.255026,250.34
2021,4,23,22,0,30,12.654,1.9,2.92508,21.4415,0.469849976056188,0.165634,245.57
2021,4,23,22,30,30,12.654,1.9,2.9279,10.314,0.280095697931975,0.121884,243.95
2021,4,23,23,0,30,12.654,1.9,2.67434,11.7715,0.332655978452214,0.107355,244.719
2021,4,23,23,30,30,12.654,1.9,3.03626,69.1613,0.416570522240833,0.168427,250.475
2021,4,24,0,30,30,12.654,1.9,2.60452,10.1864,0.270583628477408,0.106445,255.517
2021,4,24,2,0,30,12.654,1.9,2.83554,34.6662,0.192049993491278,0.149712,256.812
2021,4,24,2,30,30,12.654,1.9,2.55264,18.1363,0.213379239852428,0.119561,262.952
2021,4,24,3,0,30,12.654,1.9,2.14316,250.175,0.179009217639763,0.105328,264.087
2021,4,24,3,30,30,12.654,1.9,2.15517,-91.9503,0.322389515958568,0.121178,257.863
2021,4,24,4,0,30,12.654,1.9,1.7057,-38.0249,0.358662794278972,0.167069,245.061
2021,4,24,4,30,30,12.654,1.9,2.11434,-64.6308,0.238072467958813,0.135255,233.941
2021,4,24,5,0,30,12.654,1.9,2.64056,-73.9516,0.367851872361689,0.140957,254.809
2021,4,24,5,30,30,12.654,1.9,2.87292,4.57693,0.288093561191499,0.108486,264.518
2021,4,24,6,0,30,12.654,1.9,2.99207,32.4573,0.398907257391991,0.188999,277.71
2021,4,24,6,30,30,12.654,1.9,2.62362,107.526,0.409349483937625,0.211958,287.956
2021,4,24,7,0,30,12.654,1.9,1.91082,-113.659,0.3943944725779,0.248809,285.584
